"ID","Player","Team","Position","Rookie","RkOv","Status","Age","Opponent","Salary","Contract","Score","FG%","3PTM","FT%","PTS","REB","AST","ST","BLK","TO"
"*04qs2*","Moritz Wagner","BKN","C","","357","FA","29","","1,000,000","MIN","39.74",".426","0.6",".819","6.9","3.2","0.8","0.4","0.1","0.5"
"*06mmi*","Branden Carlson","POR","C","","358","FA","27","","1,000,000","MIN","39.67",".527","0.7",".577","5.8","3.0","0.7","0.2","0.6","0.4"
"*05quh*","Zeke Nnaji","DEN","PF,F,C","","362","FA","25","","1,000,000","MIN","39.25",".470","0.3",".773","3.7","2.6","0.6","0.3","0.5","0.5"
"*04ewb*","Jonathan Isaac","ORL","PF,F","","364","FA","28","","1,000,000","MIN","38.42",".422","0.1",".603","2.6","2.5","0.4","0.4","0.6","0.3"
"*04xdu*","Drew Eubanks","(N/A)","C","","365","FA","29","","1,000,000","MIN","38.35",".596","0.0",".561","5.2","3.0","0.5","0.4","0.6","0.7"
"*06mjy*","Tidjane Salaun","CHA","PF,F","","366","FA","21","","3,500,000","MIN","38.17",".503","1.0",".650","6.0","4.0","0.7","0.4","0.2","0.7"
"*05wkc*","Ethan Thompson","(N/A)","SG,G","","367","FA","27","","1,000,000","MIN","38.15",".378","1.2",".787","7.0","2.2","1.8","0.6","0.3","0.8"
"*05g3q*","Gabe Vincent","(N/A)","PG,G","","368","FA","30","","1,000,000","MIN","38.14",".352","1.1",".870","4.4","1.0","1.4","0.5","0.1","0.5"
"*03ad4*","D'Angelo Russell","MEM","PG,G","","369","FA","30","","1,000,000","MIN","37.95",".405","1.3",".717","10.2","2.3","4.0","0.5","0.1","1.9"
"*06qdz*","Elijah Harkless","DET","SG,G","","370","FA","26","BOS Tue 12:00PM","1,000,000","MIN","37.8",".335","0.8",".766","6.8","2.0","2.9","1.2","0.2","1.0"
"*06gno*","Pete Nance","MIL","PF,F","","371","FA","26","","1,000,000","MIN","37.67",".515","1.1",".364","5.4","2.7","1.0","0.3","0.3","0.6"
"*06cef*","Oscar Tshiebwe","HOU","C","","374","FA","26","","1,000,000","MIN","37.22",".634","0.0",".551","7.8","6.6","1.2","0.6","0.2","0.8"
"*0621h*","Dalen Terry","GS","SG,G,SF,F","","375","FA","24","","1,000,000","MIN","37.02",".439","0.5",".533","3.7","1.8","1.4","0.6","0.3","0.5"
"*05qtl*","Cole Anthony","(N/A)","PG,G","","381","FA","26","","1,000,000","MIN","36.37",".424","0.6",".615","6.7","2.5","3.5","0.6","0.3","1.9"
"*06z61*","Myron Gardner","MIA","SF,F","","383","FA","25","","1,000,000","MIN","35.84",".480","0.6",".731","3.6","2.7","1.0","0.4","0.2","0.4"
"*065b8*","Keaton Wallace","ATL","PG,G","","384","FA","27","","1,000,000","MIN","35.73",".398","0.7",".667","3.5","1.1","1.8","0.5","0.1","0.5"
"*0661b*","Jamal Cain","ORL","SG,G,SF,F","","386","FA","27","","1,000,000","MIN","35.24",".487","0.7",".848","5.4","1.9","0.7","0.3","0.1","0.5"
"*042n8*","Taurean Prince","DET","SG,G,SF,F","","387","FA","32","BOS Tue 12:00PM","1,000,000","MIN","35.11",".450","2.3","1.000","9.2","3.1","1.8","0.6","0.2","1.2"
"*03r7e*","Cameron Payne","(N/A)","PG,G","","388","FA","32","","1,000,000","MIN","34.85",".376","1.5",".864","7.4","2.0","2.6","1.1","0.3","0.5"
"*06mm4*","Ariel Hukporti","PHI","C","","389","FA","24","@NY Tue 4:00PM","1,000,000","MIN","34.71",".563","0.0",".788","2.2","2.9","0.5","0.2","0.5","0.6"
"*06mk9*","Dalton Knecht","LAL","SG,G,SF,F","","391","FA","25","","4,000,000","MIN","34.29",".455","0.7",".727","4.2","1.4","0.4","0.2","0.2","0.4"
"*06218*","Jeremy Sochan","POR","PF,F,C","","394","FA","23","","1,000,000","MIN","33.61",".496","0.3",".731","3.6","2.4","0.9","0.4","0.2","0.5"
"*04ews*","Tony Bradley","(N/A)","C","","395","FA","28","","1,000,000","MIN","33.37",".547","0.0",".744","4.0","2.8","0.5","0.1","0.2","0.4"
"*072af*","Julian Reese","(N/A)","SF,F","","397","FA","23","","1,000,000","MIN","32.72",".529","0.0",".636","11.8","10.5","1.8","1.4","0.6","2.5"
"*06vxp*","Taelon Peter","SA","SG,G","","398","FA","24","OKC Tue 6:30PM","1,000,000","MIN","32.65",".380","1.1",".625","4.5","1.6","1.1","0.7","0.1","0.7"
"*062do*","Tyson Etienne","BKN","PG,G","","399","FA","26","","1,000,000","MIN","32.55",".400","1.8",".833","7.9","1.1","1.7","0.5","0.0","0.7"
"*05qt9*","Killian Hayes","(N/A)","PG,SG,G","","400","FA","25","","1,000,000","MIN","32.4",".304","0.7",".929","5.5","2.3","3.5","0.9","0.2","1.2"
"*031m0*","Kelly Olynyk","(N/A)","C","","401","FA","35","","1,000,000","MIN","32.31",".490","0.3",".711","3.2","1.8","1.2","0.4","0.1","0.6"
"*06ca7*","Cam Whitmore","(N/A)","SF,PF,F","","402","FA","22","","1,000,000","MIN","32.3",".456","0.8",".742","9.2","2.8","0.7","0.7","0.4","0.9"
"*06mls*","Cam Christie","LAC","SG,G","","403","FA","21","","3,000,000","MIN","32.3",".381","0.2",".760","2.8","1.4","0.6","0.3","0.1","0.4"
"*03apx*","Gary Harris","DET","SG,G","","404","FA","31","BOS Tue 12:00PM","1,000,000","MIN","32.2",".442","0.6",".889","2.7","1.3","1.1","0.6","0.2","0.4"
"*0722s*","Chaney Johnson","BKN","SF,PF,F","","405","FA","24","","1,000,000","MIN","32.15",".543","0.5",".800","8.2","4.6","2.1","0.9","0.5","1.2"
"*07401*","Bez Mbeng","UTA","SG,G","","406","FA","23","","1,000,000","MIN","32.13",".500","0.4",".640","8.1","3.8","4.1","2.3","0.3","1.5"
"*06221*","Kennedy Chandler","(N/A)","PG,G","","408","FA","23","","1,000,000","MIN","31.99",".445","1.4",".651","15.0","3.4","6.7","1.0","0.2","2.1"
"*06224*","E.J. Liddell","(N/A)","PF,F","","410","FA","25","","1,000,000","MIN","31.63",".486","0.7",".808","5.7","2.7","0.9","0.2","0.4","0.6"
"*06q2e*","Jamison Battle","TOR","SF,PF,F","","411","FA","25","","1,000,000","MIN","31.55",".510","0.6",".643","3.1","1.5","0.4","0.1","0.0","0.3"
"*03r7l*","Larry Nance","IND","PF,F,C","","412","FA","33","","1,000,000","MIN","31.14",".419","0.6",".462","3.7","2.7","1.0","0.6","0.2","0.6"
"*0621o*","Blake Wesley","(N/A)","PG,SG,G","","413","FA","23","","1,000,000","MIN","30.87",".452","0.3",".553","4.8","1.3","2.0","0.5","0.2","1.0"
"*06cdf*","Julian Phillips","HOU","SF,PF,F","","415","FA","22","","1,000,000","MIN","30.78",".421","0.4",".783","2.9","1.0","0.2","0.5","0.1","0.2"
"*043ib*","Dorian Finney-Smith","CHA","SF,PF,F","","416","FA","33","","1,000,000","MIN","30.75",".333","0.7",".889","3.3","2.5","1.0","0.4","0.2","0.6"
"*059g0*","Amir Coffey","(N/A)","SG,G,SF,PF,F","","418","FA","29","","1,000,000","MIN","30.67",".487","0.4",".786","3.2","1.2","0.6","0.2","0.1","0.2"
"*06vyb*","Lachlan Olbrich","CHI","PF,F,C","","419","FA","22","","1,000,000","MIN","30.51",".468","0.1",".375","2.4","3.0","1.1","0.3","0.2","0.4"
"*06mm8*","Keshad Johnson","MIA","SF,F","","420","FA","25","","1,000,000","MIN","30.08",".490","0.4",".724","4.3","1.9","0.3","0.5","0.3","0.4"
"*06cdk*","Jalen Slawson","IND","SF,F","","421","FA","26","","1,000,000","MIN","29.89",".442","1.2",".706","7.3","4.4","2.8","1.5","1.1","1.3"
"*06cdd*","Andre Jackson","TOR","SG,G","","422","FA","24","","1,000,000","MIN","29.66",".328","0.3",".625","2.4","1.5","0.9","0.4","0.1","0.6"
"*04jw4*","Maxi Kleber","(N/A)","PF,F,C","","423","FA","34","","1,000,000","MIN","29.65",".452","0.1",".538","2.0","2.0","0.6","0.4","0.3","0.4"
"*03avi*","Doug McDermott","(N/A)","SF,F","","424","FA","34","","1,000,000","MIN","29.64",".388","1.7",".889","5.7","1.3","0.8","0.2","0.1","0.4"
"*06pvt*","Cormac Ryan","MIL","SG,G","","425","FA","27","","1,000,000","MIN","29.62",".520","2.5",".923","14.3","2.5","1.7","1.0","0.3","1.5"
"*06mmd*","Blake Hinson","UTA","SF,F","","426","FA","26","","1,000,000","MIN","29.54",".513","2.6",".750","11.9","2.4","1.1","0.4","0.1","0.4"
"*0621w*","Christian Koloko","NO","C","","427","FA","26","","1,000,000","MIN","29.4",".419","0.0",".667","2.7","3.0","0.7","0.5","0.9","0.6"
"*07231*","Tyler Burton","(N/A)","SF,PF,F","","428","FA","26","","1,000,000","MIN","29.33",".375","1.8",".852","10.8","4.2","1.0","0.9","0.3","0.9"
"*06ccb*","Nick Smith","(N/A)","SG,G","","429","FA","22","","1,000,000","MIN","29.21",".435","1.1",".733","6.2","0.8","1.0","0.3","0.1","0.7"
"*06dob*","Leaky Black","(N/A)","SF,F","","430","FA","27","","1,000,000","MIN","29.03",".388","1.3",".875","7.1","5.0","1.5","1.2","0.5","0.9"
"*0621j*","Malaki Branham","ORL","PG,SG,G","","431","FA","23","","1,000,000","MIN","28.96",".473","0.5",".824","4.6","1.6","0.8","0.4","0.1","0.5"
"*05uj6*","Jeremiah Robinson-Earl","(N/A)","PF,F,C","","432","FA","25","","1,000,000","MIN","28.85",".370","0.5",".944","4.6","4.7","0.7","0.4","0.0","0.5"
"*06hsl*","Malachi Smith","TOR","SG,G","","433","FA","26","","1,000,000","MIN","28.83",".485","1.3","1.000","8.3","3.4","3.3","0.8","0.3","0.9"
"*03ad7*","Kevon Looney","LAL","C","","434","FA","30","","1,000,000","MIN","28.12",".417","0.1",".700","2.8","5.6","1.6","0.4","0.5","0.4"
"*06233*","Ron Harper","BOS","SF,F","","435","FA","26","@DET Tue 12:00PM","1,000,000","MIN","28.07",".418","1.0",".750","4.2","1.7","0.8","0.3","0.3","0.3"
"*05qve*","Jae'Sean Tate","HOU","SF,F","","437","FA","30","","1,000,000","MIN","27.89",".514","0.2",".636","2.8","1.6","0.5","0.2","0.1","0.3"
"*07243*","L.J. Cryer","GS","PG,SG,G","","438","FA","24","","1,000,000","MIN","27.7",".402","2.1",".895","8.2","1.6","1.0","0.2","0.0","0.8"
"*03r7v*","Pat Connaughton","CHA","SG,G,SF,F","","442","FA","33","","1,000,000","MIN","27.54",".447","0.5",".650","2.6","1.5","0.4","0.3","0.0","0.3"
"*06pvs*","Malevy Leons","GS","SF,F","","444","FA","26","","1,000,000","MIN","27.25",".444","0.2",".789","3.3","2.1","0.9","0.6","0.4","0.5"
"*05uwa*","A.J. Lawson","(N/A)","SG,G","","445","FA","26","","1,000,000","MIN","27.07",".436","0.8",".778","4.2","1.8","0.3","0.5","0.2","0.3"
"*05ujg*","Isaiah Livers","PHO","PF,F","","446","FA","28","","1,000,000","MIN","26.49",".344","0.3",".750","1.8","1.7","0.6","0.4","0.2","0.3"
"*05uxx*","DeJon Jarreau","(N/A)","SG,G","","447","FA","28","","1,000,000","MIN","26.42",".398","0.4",".783","8.0","4.6","3.3","0.9","0.7","2.4"
"*0723c*","John Poulakidas","DAL","PG,SG,G","","448","FA","23","","1,000,000","MIN","26.31",".429","2.4",".857","8.8","2.3","0.8","0.5","0.3","0.3"
"*05ujr*","Charles Bassey","GS","C","","449","FA","25","","1,000,000","MIN","26.23",".660","0.0",".700","5.8","4.4","0.5","0.3","0.8","0.5"
"*04ewc*","Zach Collins","CHI","PF,F,C","","450","FA","28","","1,000,000","MIN","26.2",".578","0.9",".700","9.7","5.6","1.5","0.2","0.4","1.0"
"*04xhz*","Jordan McLaughlin","SA","PG,G","","451","FA","30","OKC Tue 6:30PM","1,000,000","MIN","26.14",".418","0.4",".857","2.0","0.7","0.9","0.5","0.0","0.3"
"*06gix*","Duop Reath","(N/A)","C","","452","FA","30","","1,000,000","MIN","25.97",".446","0.7",".833","2.9","1.2","0.3","0.2","0.3","0.2"
"*0621l*","Walker Kessler","LAL","C","","453","FA","25","","1,000,000","MIN","25.87",".703","1.2",".700","14.4","10.8","3.0","1.4","1.8","3.2"
"*06mld*","Jonathan Mogbo","SAC","PF,F,C","","455","FA","24","","1,500,000","MIN","25.76",".591","0.0",".643","1.5","1.7","0.6","0.3","0.2","0.3"
"*0621n*","MarJon Beauchamp","PHI","SG,G,SF,F","","456","FA","25","@NY Tue 4:00PM","1,000,000","MIN","25.71",".434","1.1",".684","6.8","2.3","1.1","0.6","0.3","0.9"
"*005l3*","DeAndre Jordan","NO","C","","459","FA","38","","1,000,000","MIN","25.36",".656","0.0",".647","4.4","6.3","0.9","0.3","0.8","0.8"
"*0622g*","JD Davison","ORL","PG,G","","460","FA","23","","1,000,000","MIN","25.32",".375","0.3",".684","2.5","1.2","1.3","0.2","0.2","0.3"
"*06pvy*","Yuki Kawamura","(N/A)","PG,G","","461","FA","25","","1,000,000","MIN","25.2",".327","0.6",".895","3.4","1.8","2.6","0.5","0.0","0.8"
"*052fs*","Garrison Mathews","(N/A)","SG,G,SF,F","","462","FA","29","","1,000,000","MIN","25.04",".404","1.1",".826","5.2","1.1","0.7","0.4","0.2","0.2"
"*06pwq*","Tolu Smith","DET","PF,F","","463","FA","26","BOS Tue 12:00PM","1,000,000","MIN","24.72",".500","0.0",".667","3.7","3.3","0.9","0.1","0.4","0.5"
"*0664y*","Nate Williams","GS","SG,G","","464","FA","27","","1,000,000","MIN","24.72",".489","0.9",".867","8.0","2.1","1.0","0.4","0.0","1.1"
"*074bu*","Adama Bal","(N/A)","SG,G","","465","FA","22","","1,000,000","MIN","24.71",".412","2.3",".900","10.4","3.1","2.4","1.1","0.1","0.8"
"*05yoh*","Lindy Waters","(N/A)","SG,G,SF,F","","466","FA","29","","1,000,000","MIN","24.29",".375","0.7",".667","2.4","0.7","0.5","0.1","0.0","0.2"
"*065b9*","Lucas Williamson","(N/A)","PG,SG,G","","467","FA","27","","1,000,000","MIN","24.18",".333","2.1","1.000","10.4","5.4","2.6","1.6","0.1","1.4"
"*0723f*","Chris Youngblood","POR","PG,SG,G","","468","FA","24","","1,000,000","MIN","23.97",".349","0.5",".900","2.1","0.8","0.4","0.1","0.1","0.1"
"*03e7e*","Thanasis Antetokounmpo","(N/A)","SF,F","","469","FA","34","","1,000,000","MIN","23.92",".469","0.0",".567","1.4","0.9","0.4","0.4","0.2","0.3"
"*06cf3*","Drew Timme","(N/A)","PF,F,C","","470","FA","25","","1,000,000","MIN","23.79",".576","0.4",".556","3.4","1.2","0.9","0.2","0.0","0.5"
"*06pw1*","RayJ Dennis","ATL","PG,G","","471","FA","25","","1,000,000","MIN","23.55",".313","0.8",".889","4.4","1.5","1.9","0.2","0.2","1.0"
"*06v83*","Chaz Lanier","DET","SG,G","","472","FA","24","BOS Tue 12:00PM","1,000,000","MIN","23.54",".315","0.6",".833","2.4","0.7","0.5","0.2","0.0","0.1"
"*05uuu*","Mac McClung","(N/A)","SG,G","","473","FA","27","","1,000,000","MIN","23.21",".390","0.6",".778","6.1","0.9","0.9","1.0","0.3","0.8"
"*06ccc*","Dariq Whitehead","(N/A)","SF,F","","474","FA","22","","1,000,000","MIN","23.13",".398","3.2",".714","16.3","4.0","1.5","0.7","0.0","1.7"
"*06ccx*","Hunter Tyson","(N/A)","PF,F","","476","FA","26","","1,000,000","MIN","22.55",".269","0.3",".846","2.2","1.7","0.8","0.1","0.0","0.2"
"*038ia*","Seth Curry","(N/A)","SG,G","","477","FA","36","","1,000,000","MIN","22.53",".490","1.2",".917","7.1","1.2","1.0","0.3","0.0","0.2"
"*0017e*","Chris Paul","(N/A)","PG,G","","478","FA","41","","1,000,000","MIN","22.47",".321","0.6",".500","2.9","1.8","3.3","0.7","0.0","1.0"
"*05r0c*","Tre Scott","(N/A)","PF,F","","479","FA","29","","1,000,000","MIN","22.23",".380","1.0",".667","8.0","5.2","1.7","1.3","0.8","0.7"
"*001ax*","Jeff Green","(N/A)","PF,F","","481","FA","40","","1,000,000","MIN","22.07",".368","0.4","1.000","2.2","0.8","0.3","0.1","0.1","0.1"
"*05qtf*","Xavier Tillman","(N/A)","C","","482","FA","27","","1,000,000","MIN","22.07",".435","0.1",".250","1.5","1.4","0.4","0.3","0.2","0.3"
"*031m9*","Mason Plumlee","(N/A)","C","","484","FA","36","","1,000,000","MIN","22.03",".786","0.0",".643","1.6","2.6","1.0","0.5","0.0","0.6"
"*06mlf*","Tyler Smith","(N/A)","PF,F","","487","FA","21","","2,000,000","MIN","21.49",".420","0.8",".667","4.7","2.8","0.4","0.5","0.0","0.5"
"*073y0*","Andersson Garcia","(N/A)","PF,F","","488","FA","26","","1,000,000","MIN","21.4",".310","0.2",".778","5.2","8.4","2.8","1.6","0.8","1.4"
"*06mm2*","Kevin McCullar","NY","SF,F","","489","FA","25","PHI Tue 4:00PM","1,500,000","MIN","21.22",".426","0.4",".400","2.4","1.3","1.0","0.4","0.0","0.6"
"*074gu*","Toby Okani","(N/A)","SF,F","","490","FA","24","","1,000,000","MIN","21.15",".357","1.5",".125","10.0","3.5","1.0","0.7","0.5","0.5"
"*0623h*","Alondes Williams","WAS","SG,G","","491","FA","27","","1,000,000","MIN","21.1",".615","1.3",".875","11.0","6.3","3.0","0.8","0.8","1.3"
"*03kqi*","Joe Ingles","(N/A)","SF,F","","492","FA","38","","1,000,000","MIN","21.09",".593","0.3","1.000","1.5","0.7","1.3","0.3","0.1","0.5"
"*06ca4*","Kobe Bufkin","NO","SG,G","","493","FA","22","","1,000,000","MIN","20.94",".300","0.3",".917","2.9","0.8","0.6","0.1","0.2","0.3"
"*0621m*","David Roddy","DEN","PF,F","","494","FA","25","","1,000,000","MIN","20.66",".500","0.6","1.000","8.0","4.0","0.8","0.8","0.2","0.4"
"*05qu8*","Omer Yurtseven","(N/A)","C","","495","FA","28","","1,000,000","MIN","20.63",".423","0.0",".667","3.8","3.3","0.9","0.2","0.1","1.0"
"*0622j*","Luke Travers","(N/A)","SG,G","","496","FA","25","","1,000,000","MIN","20.58",".250","0.1","1.000","2.3","2.0","0.8","0.6","0.3","0.3"
"*01en8*","Taj Gibson","MEM","C","","497","FA","41","","1,000,000","MIN","20.52",".462","0.3",".875","3.4","2.7","0.6","0.2","0.1","0.1"
"*04k0q*","Nigel Hayes-Davis","(N/A)","SF,PF,F","","500","FA","31","","1,000,000","MIN","20.01",".326","0.1",".500","1.3","1.2","0.3","0.3","0.1","0.3"
"*06vxx*","Miles Kelly","(N/A)","PG,G","","501","FA","23","","1,000,000","MIN","20",".364","0.7","1.000","3.1","1.7","0.9","0.3","0.1","0.4"
"*04yk1*","Haywood Highsmith","PHO","SF,PF,F","","502","FA","29","","1,000,000","MIN","19.93",".522","1.1",".857","5.4","1.9","1.0","0.6","0.0","0.0"
"*0621r*","Patrick Baldwin","SAC","SF,F","","503","FA","23","","1,000,000","MIN","19.91",".407","0.7",".714","3.7","2.6","0.6","0.3","0.6","0.6"
"*0623d*","Johnny Juzang","(N/A)","SG,G,SF,F","","504","FA","25","","1,000,000","MIN","19.64",".421","0.3",".625","2.0","0.8","0.3","0.1","0.0","0.2"
"*02nf3*","Bradley Beal","LAC","SG,G","","505","FA","33","","1,000,000","MIN","19.6",".375","1.2",".750","8.2","0.8","1.7","0.5","0.0","1.5"
"*06prk*","Tristan Enaruna","CLE","SF,F","","506","FA","25","","1,000,000","MIN","19.54",".500","0.3",".750","4.1","1.6","0.8","0.6","0.0","0.3"
"*06mor*","David Jones Garcia","SA","SF,F","","507","FA","24","OKC Tue 6:30PM","1,000,000","MIN","19.42",".520","0.3",".500","2.9","1.2","1.6","0.5","0.1","0.5"
"*04fj8*","Chris Boucher","(N/A)","PF,F","","508","FA","33","","1,000,000","MIN","19.23",".320","0.2",".750","2.3","2.0","0.3","0.6","0.8","0.1"
"*0621v*","Caleb Houstan","NO","SF,F","","510","FA","23","","1,000,000","MIN","19.18",".538","0.6","1.000","2.3","0.6","0.2","0.1","0.1","0.2"
"*027oq*","Bismack Biyombo","(N/A)","C","","511","FA","34","","1,000,000","MIN","18.91",".600","0.0",".714","0.9","1.0","0.2","0.2","0.1","0.3"
"*06mmg*","Isaiah Crawford","HOU","SF,F","","512","FA","24","","1,000,000","MIN","18.85",".417","0.2",".833","2.0","1.1","0.4","0.1","0.2","0.3"
"*0728u*","Kadary Richmond","(N/A)","PG,SG,G","","513","FA","25","","1,000,000","MIN","18.64",".625","0.7","1.000","8.3","3.3","2.7","2.7","0.3","0.7"
"*06yzq*","Curtis Jones","DEN","SG,G","","514","FA","24","","1,000,000","MIN","18.39",".407","0.6",".500","2.9","1.1","1.0","0.4","0.0","0.2"
"*06mog*","Riley Minix","CLE","SF,F","","515","FA","25","","1,000,000","MIN","18.37",".609","0.4","1.000","3.9","0.7","0.6","0.2","0.1","0.3"
"*0621s*","TyTy Washington","LAC","PG,G","","516","FA","24","","1,000,000","MIN","18.3",".474","0.2","0","1.3","0.4","1.1","0.4","0.2","0.2"
"*073pt*","Payton Sandfort","(N/A)","SF,F","","517","FA","24","","1,000,000","MIN","18.14",".500","1.8",".500","8.8","2.5","0.0","0.3","0.0","0.3"
"*055sg*","DaQuan Jeffries","(N/A)","SG,G","","518","FA","29","","1,000,000","MIN","18.12",".579","1.3","1.000","10.3","1.7","0.3","0.7","0.0","0.0"
"*005kf*","Eric Gordon","(N/A)","SG,G,SF,F","","519","FA","37","","1,000,000","MIN","18.07",".571","1.3",".500","5.5","0.3","0.5","0.7","0.2","0.5"
"*06qfk*","Josh Oduro","NO","PF,F","","520","FA","25","","1,000,000","MIN","17.99",".647","0.0",".500","8.3","7.7","1.3","0.0","0.0","0.7"
"*073o8*","Grant Nelson","BKN","SF,PF,F","","521","FA","24","","1,000,000","MIN","17.92",".556","0.0",".700","4.3","1.5","1.3","0.3","1.3","1.0"
"*07234*","Keshon Gilbert","ATL","SG,G","","522","FA","23","","1,000,000","MIN","17.89",".417","0.0","1.000","4.3","1.3","3.0","0.8","1.0","2.0"
"*06fzs*","Javonte Cooke","(N/A)","SG,G","","523","FA","27","","1,000,000","MIN","17.73",".220","0.2","1.000","1.2","1.0","0.4","0.3","0.0","0.5"
"*0728q*","Alex Antetokounmpo","MIL","SF,F","","524","FA","25","","1,000,000","MIN","17.72",".375","0.3",".733","3.2","1.0","0.2","0.0","0.2","0.2"
"*01ng2*","Garrett Temple","(N/A)","SG,G","","525","FA","40","","1,000,000","MIN","17.7",".267","0.1",".667","0.8","0.4","0.4","0.2","0.1","0.3"
"*0015b*","Kyle Lowry","(N/A)","PG,G","","526","FA","40","","1,000,000","MIN","17.61",".160","0.3",".833","1.2","0.6","0.8","0.1","0.1","0.3"
"*06mlj*","Bobi Klintman","(N/A)","SF,PF,F","","528","FA","23","","1,500,000","MIN","17.5",".333","0.3",".000","1.8","1.6","0.5","0.3","0.0","0.5"
"*06mlt*","Antonio Reeves","(N/A)","SG,G,SF,F","","529","FA","25","","1,500,000","MIN","17.46",".500","0.7","0","2.7","0.8","0.3","0.1","0.0","0.1"
"*05yab*","Olivier Sarr","CLE","C","","530","FA","27","","1,000,000","MIN","17.41",".714","0.5",".400","3.5","2.8","1.3","0.5","0.8","0.5"
"*06ps5*","Jahmir Young","MIA","PG,G","","531","FA","25","","1,000,000","MIN","17.31",".400","0.2","1.000","1.8","0.3","0.6","0.1","0.0","0.2"
"*07232*","Lawson Lovering","(N/A)","C","","532","FA","23","","1,000,000","MIN","17.28",".600","0.0",".400","7.0","7.5","1.5","1.5","0.5","1.0"
"*06mmr*","Zyon Pullin","MIN","SG,G","","533","FA","25","","1,000,000","MIN","17.18",".692","0.2","1.000","4.6","0.6","1.8","0.2","0.0","0.6"
"*063u8*","Mouhamadou Gueye","(N/A)","PF,F","","534","FA","28","","1,000,000","MIN","17.04",".545","0.5",".750","8.0","3.0","3.0","1.0","0.5","1.5"
"*06mlw*","Enrique Freeman","MIN","PF,F","","535","FA","26","","1,000,000","MIN","17.04",".500","0.5",".750","3.3","2.5","0.5","0.5","0.8","0.5"
"*04exe*","Monte Morris","(N/A)","PG,G","","536","FA","31","","1,000,000","MIN","17.03",".350","0.3",".500","3.0","1.2","1.5","0.2","0.2","0.3"
"*06v81*","Johni Broome","LAC","PF,F,C","","537","FA","24","","1,000,000","MIN","16.96",".167","0.0",".333","0.9","1.5","0.4","0.3","0.2","0.3"
"*0722p*","Norchad Omier","LAC","SF,PF,F","","538","FA","25","","1,000,000","MIN","16.84",".700","0.0","1.000","2.8","1.2","0.3","0.2","0.0","0.0"
"*05ujk*","Dalano Banton","(N/A)","PG,SG,G","","539","FA","26","","1,000,000","MIN","16.79",".333","0.0","1.000","2.0","0.8","1.8","0.3","0.8","1.3"
"*06vxt*","Mark Sears","(N/A)","PG,G","","540","FA","24","","1,000,000","MIN","16.77",".462","0.6",".750","3.1","0.3","0.3","0.0","0.0","0.6"
